customer_key,customer_name,age,age_group,customer_segment,total_sales,total_orders,total_quantity,total_products,last_order,recency,lifespan,avg_order_value,avg_monthly_sales
16485,Thomas Shan,65,65 and Above,Regular,1382,2,4,4,2013-12-15,141,12,691,115
16486,Kristen Zhang,71,65 and Above,Regular,1323,2,2,2,2013-12-11,141,12,661,110
16487,Nina Tang,64,50-64,New,1354,2,5,5,2013-11-29,142,11,677,123
16488,Mathew Gill,64,50-64,Regular,1372,2,5,5,2013-12-07,141,12,686,114
16489,Cedric Guo,57,50-64,Regular,1323,2,2,2,2013-12-15,141,13,661,101
16490,Sheila Munoz,69,65 and Above,Regular,1323,2,2,2,2013-12-15,141,13,661,101
16491,Haley Hall,68,65 and Above,Regular,1383,2,5,5,2013-12-24,141,13,691,106
16492,Natasha Martin,69,65 and Above,Regular,1332,2,3,3,2013-12-15,141,13,666,102
16493,Maurice Luo,68,65 and Above,New,39,1,2,2,2013-07-12,146,0,39,39
16494,Clayton Lin,68,65 and Above,Regular,1345,2,5,5,2013-12-01,141,12,672,112
16495,Barbara Zheng,67,65 and Above,Regular,1353,2,4,4,2013-12-11,141,12,676,112
16496,Virginia Perez,61,50-64,New,1952,2,5,5,2013-10-29,143,10,976,195
16497,Nina Luo,65,65 and Above,New,35,1,1,1,2013-09-18,144,0,35,35
16498,Stanley Suri,60,50-64,New,42,1,3,3,2013-04-29,149,0,42,42
16499,Johnathan Rana,65,65 and Above,New,37,1,2,2,2013-06-13,147,0,37,37
16500,Marie Ruiz,53,50-64,New,1350,2,5,5,2013-06-17,147,6,675,225
16501,Barbara Kumar,64,50-64,New,1332,2,3,3,2013-06-10,147,6,666,222
16502,Luis Hill,59,50-64,New,1372,2,5,5,2013-07-02,146,7,686,196
16503,Darren Alonso,59,50-64,New,578,1,4,4,2013-07-11,146,0,578,578
16504,Tyler Thompson,44,36-49,New,70,1,1,1,2013-01-30,152,0,70,70
16505,Warren Shen,44,36-49,New,21,1,1,1,2013-08-03,145,0,21,21
16506,Rebecca Lopez,44,36-49,New,2071,1,1,1,2012-12-07,153,0,2071,2071
16507,Bonnie Skelly,44,36-49,New,25,1,2,2,2013-08-28,145,0,25,25
16508,Carla Srini,45,36-49,New,33,1,3,3,2013-07-15,146,0,33,33
16509,Valerie Li,45,36-49,New,27,1,3,3,2014-01-07,140,0,27,27
16510,James Edwards,47,36-49,New,2071,1,1,1,2012-12-14,153,0,2071,2071
16511,Zachary Johnson,44,36-49,New,60,1,3,3,2013-03-20,150,0,60,60
16512,Cole Bailey,43,36-49,New,31,1,3,3,2013-10-27,143,0,31,31
16513,Bethany Goel,47,36-49,New,549,1,2,2,2013-07-25,146,0,549,549
16514,Joe Lopez,64,50-64,New,540,1,1,1,2013-07-02,146,0,540,540
16515,Cara Zheng,63,50-64,New,563,1,3,3,2013-07-05,146,0,563,563
16516,Daisy Navarro,63,50-64,New,540,1,1,1,2013-07-22,146,0,540,540
16517,Keith Becker,62,50-64,New,540,1,1,1,2013-07-01,146,0,540,540
16518,Charles Murphy,55,50-64,New,124,1,2,2,2014-01-02,140,0,124,124
16519,Jessie Xu,61,50-64,New,540,1,1,1,2013-07-30,146,0,540,540
16520,Stefanie Perez,61,50-64,New,124,1,2,2,2013-05-06,148,0,124,124
16521,Alejandro Li,61,50-64,New,79,1,2,2,2013-11-30,142,0,79,79
16522,Francis Navarro,61,50-64,New,79,1,2,2,2013-05-18,148,0,79,79
16523,Gabriel Foster,46,36-49,New,4462,2,3,3,2013-10-06,143,10,2231,446
16524,Madeline Carter,45,36-49,New,70,1,1,1,2013-08-02,145,0,70,70
16525,Kayla Martin,46,36-49,New,2049,1,1,1,2012-12-19,153,0,2049,2049
16526,Denise Suri,45,36-49,New,2049,1,1,1,2012-12-23,153,0,2049,2049
16527,Ariana Sanders,46,36-49,New,182,1,3,3,2013-03-08,150,0,182,182
16528,Ramon Ma,45,36-49,New,23,1,2,2,2013-03-22,150,0,23,23
16529,Tina Sanchez,42,36-49,New,4514,2,4,4,2013-10-20,143,10,2257,451
16530,Jade Stewart,48,36-49,New,89,1,3,3,2013-09-10,144,0,89,89
16531,Rachel White,54,50-64,New,58,1,3,3,2013-08-22,145,0,58,58
16532,Maria Ross,63,50-64,New,48,1,4,4,2013-03-24,150,0,48,48
16533,Abigail Bailey,50,50-64,New,2071,1,1,1,2012-12-12,153,0,2071,2071
16534,Kaitlyn Flores,50,50-64,New,23,1,2,2,2013-12-29,141,0,23,23
16535,Allison Perez,56,50-64,New,25,1,2,2,2013-04-16,149,0,25,25
16536,Candace Chapman,55,50-64,New,2071,1,1,1,2012-12-07,153,0,2071,2071
16537,Ian Cook,56,50-64,New,2049,1,1,1,2012-12-05,153,0,2049,2049
16538,Victoria Wilson,45,36-49,New,783,1,1,1,2012-11-25,154,0,783,783
16539,Amanda Bryant,51,50-64,New,4469,2,4,4,2013-10-02,143,10,2234,446
16540,José Jackson,57,50-64,New,84,1,3,3,2014-01-20,140,0,84,84
16541,Samuel Winston,51,50-64,New,4468,2,3,3,2013-11-24,142,11,2234,406
16542,Jacqueline Butler,51,50-64,New,4504,2,5,5,2013-11-02,142,11,2252,409
16543,Samantha Martin,51,50-64,New,4490,2,3,3,2013-10-29,143,10,2245,449
16544,Jessica Rivera,58,50-64,New,4533,2,5,5,2013-11-28,142,11,2266,412
16545,Katherine Griffin,58,50-64,New,4468,2,3,3,2013-11-13,142,11,2234,406
16546,Marissa Hayes,58,50-64,New,2071,1,1,1,2012-12-19,153,0,2071,2071
16547,Lucas Garcia,53,50-64,New,783,1,1,1,2012-11-25,154,0,783,783
16548,Jackson Ross,60,50-64,New,2049,1,1,1,2012-12-21,153,0,2049,2049
16549,Kevin Hill,59,50-64,New,2071,1,1,1,2012-12-03,153,0,2071,2071
16550,Mason Green,48,36-49,New,27,1,3,3,2013-12-23,141,0,27,27
16551,Hunter Johnson,59,50-64,New,2071,1,1,1,2012-11-28,154,0,2071,2071
16552,Marcus Blue,47,36-49,New,783,1,1,1,2012-11-27,154,0,783,783
16553,Antonio Long,52,50-64,New,2049,1,1,1,2012-12-06,153,0,2049,2049
16554,Shannon Guo,53,50-64,New,2071,1,1,1,2012-12-07,153,0,2071,2071
16555,Julia Sanders,52,50-64,New,2049,1,1,1,2012-11-29,154,0,2049,2049
16556,Jordyn West,54,50-64,New,2071,1,1,1,2012-12-16,153,0,2071,2071
16557,Isabella Alexander,59,50-64,New,2049,1,1,1,2012-12-10,153,0,2049,2049
16558,Amanda Cox,60,50-64,New,2049,1,1,1,2012-12-26,153,0,2049,2049
16559,Richard Thomas,59,50-64,New,783,1,1,1,2012-11-02,154,0,783,783
16560,Caleb Kumar,60,50-64,New,2049,1,1,1,2012-12-06,153,0,2049,2049
16561,Emily Rodriguez,54,50-64,New,2049,1,1,1,2012-12-24,153,0,2049,2049
16562,Grace Patterson,60,50-64,New,783,1,1,1,2012-11-22,154,0,783,783
16563,Kimberly Brooks,61,50-64,New,84,1,4,4,2013-02-26,151,0,84,84
16564,Haley Bailey,55,50-64,New,94,1,2,2,2014-01-24,140,0,94,94
16565,Devin Bennett,61,50-64,New,84,1,4,4,2013-06-28,147,0,84,84
16566,Kevin Lal,60,50-64,New,60,1,3,3,2013-05-26,148,0,60,60
16567,Kayla Wood,61,50-64,New,33,1,3,3,2013-02-27,151,0,33,33
16568,Tristan Long,60,50-64,New,27,1,3,3,2013-06-19,147,0,27,27
16569,Miranda Foster,60,50-64,New,21,1,1,1,2013-11-10,142,0,21,21
16570,Miguel Evans,55,50-64,New,4490,2,3,3,2013-11-06,142,11,2245,408
16571,Jocelyn Wood,55,50-64,New,4464,2,3,3,2013-11-28,142,11,2232,405
16572,Natasha Navarro,49,36-49,New,4518,2,4,4,2013-11-08,142,11,2259,410
16573,Shannon Gao,44,36-49,New,4484,2,3,3,2013-11-19,142,11,2242,407
16574,Isaiah Carter,50,50-64,New,4490,2,3,3,2013-11-20,142,11,2245,408
16575,Hunter Lal,62,50-64,New,4490,2,3,3,2013-11-11,142,11,2245,408
16576,Madeline Hill,51,50-64,New,4456,2,5,5,2013-11-07,142,11,2228,405
16577,Emma Wilson,56,50-64,New,2071,1,1,1,2012-11-30,154,0,2071,2071
16578,Caroline Gonzales,56,50-64,New,2071,1,1,1,2012-12-11,153,0,2071,2071
16579,Patrick Cook,62,50-64,New,3578,1,1,1,2011-01-06,176,0,3578,3578
16580,Courtney Carter,61,50-64,New,3578,1,1,1,2011-01-14,176,0,3578,3578
16581,Bruce Suarez,62,50-64,New,69,1,3,3,2013-10-18,143,0,69,69
16582,Krista Blanco,50,50-64,New,40,1,2,2,2013-10-06,143,0,40,40
16583,Phillip Kapoor,50,50-64,New,540,1,1,1,2013-08-10,145,0,540,540
16584,Latoya Nath,50,50-64,New,562,1,4,4,2013-08-08,145,0,562,562
16585,Calvin Xu,50,50-64,New,554,1,3,3,2013-08-08,145,0,554,554
16586,Tina Malhotra,44,36-49,New,599,1,3,3,2013-08-21,145,0,599,599
16587,Candace Subram,44,36-49,New,563,1,4,4,2013-08-14,145,0,563,563
16588,Jenny She,51,50-64,New,1120,1,1,1,2013-11-16,142,0,1120,1120
16589,Cara Li,52,50-64,New,1145,1,2,2,2013-11-24,142,0,1145,1145
16590,Virginia Chandra,51,50-64,New,15,1,3,3,2013-11-23,142,0,15,15
16591,Derek Yuan,47,36-49,New,1183,1,3,3,2013-12-01,141,0,1183,1183
16592,Dominic Lopez,53,50-64,New,1189,1,4,4,2013-12-23,141,0,1189,1189
16593,Gerald Serrano,52,50-64,New,5,1,1,1,2013-12-21,141,0,5,5
16594,Hector Ruiz,52,50-64,New,5,1,1,1,2013-08-10,145,0,5,5
16595,Jorge Lin,47,36-49,New,14,1,2,2,2013-09-15,144,0,14,14
16596,Nicolas Andersen,53,50-64,New,40,1,2,2,2013-03-12,150,0,40,40
16597,Jamie Wu,53,50-64,New,64,1,3,3,2013-12-18,141,0,64,64
16598,Edgar Raman,48,36-49,New,64,1,3,3,2013-04-20,149,0,64,64
16599,Carl Jai,53,50-64,New,564,1,5,5,2013-09-28,144,0,564,564
16600,Marco Gonzalez,54,50-64,New,556,1,4,4,2013-09-01,144,0,556,556
16601,Cory Subram,54,50-64,New,604,1,2,2,2013-09-11,144,0,604,604
16602,Destiny Sanchez,66,65 and Above,New,23,1,2,2,2013-10-17,143,0,23,23
16603,Sydney Rogers,55,50-64,New,3578,1,1,1,2011-01-02,176,0,3578,3578
16604,Wyatt Campbell,67,65 and Above,New,783,1,1,1,2012-12-17,153,0,783,783
16605,Mya Barnes,63,50-64,New,93,1,4,4,2013-07-06,146,0,93,93
16606,Richard Brooks,63,50-64,New,3578,1,1,1,2011-01-07,176,0,3578,3578
16607,Miguel Martinez,52,50-64,New,3578,1,1,1,2011-01-26,176,0,3578,3578
16608,Courtney Edwards,63,50-64,VIP,5997,2,3,3,2013-11-19,142,34,2998,176
16609,Joshua Martin,63,50-64,New,7,1,2,2,2013-03-21,150,0,7,7
16610,Hector Hernandez,58,50-64,New,34,1,2,2,2013-11-04,142,0,34,34
16611,Audrey Alonso,58,50-64,New,36,1,3,3,2013-07-02,146,0,36,36
16612,Jeremy Washington,64,50-64,New,43,1,3,3,2013-05-18,148,0,43,43
16613,Jack Edwards,63,50-64,New,3578,1,1,1,2011-01-26,176,0,3578,3578
16614,Lucas Hill,47,36-49,New,3578,1,1,1,2011-01-03,176,0,3578,3578
16615,Alexia Washington,52,50-64,New,783,1,1,1,2012-12-04,153,0,783,783
16616,Warren Ye,63,50-64,New,3578,1,1,1,2011-01-16,176,0,3578,3578
16617,Maria Henderson,55,50-64,VIP,5998,2,5,5,2013-11-08,142,34,2999,176
16618,Emma Brown,54,50-64,VIP,5998,2,5,5,2013-11-09,142,35,2999,171
16619,Morgan Phillips,45,36-49,VIP,5976,2,4,4,2013-11-27,142,34,2988,175
16620,Melanie Diaz,50,50-64,New,69,1,3,3,2013-08-03,145,0,69,69
16621,Joseph Lee,50,50-64,New,34,1,2,2,2013-07-11,146,0,34,34
16622,Nicole Hughes,50,50-64,New,89,1,3,3,2013-09-22,144,0,89,89
16623,Edward Brown,50,50-64,VIP,5971,2,3,3,2013-11-20,142,35,2985,170
16624,Lucas Wilson,58,50-64,New,29,1,1,1,2013-09-02,144,0,29,29
16625,Christian Jackson,63,50-64,VIP,5984,2,5,5,2013-11-06,142,34,2992,176
16626,Connor Russell,58,50-64,New,29,1,1,1,2013-02-01,151,0,29,29
16627,Alexandria Hughes,64,50-64,VIP,5971,2,3,3,2013-11-09,142,34,2985,175
16628,Connor Hayes,85,65 and Above,New,34,1,2,2,2013-11-22,142,0,34,34
16629,Jason Yang,85,65 and Above,New,36,1,3,3,2013-08-11,145,0,36,36
16630,Jasmine Hughes,51,50-64,New,5,1,1,1,2013-08-05,145,0,5,5
16631,Jose Bryant,56,50-64,New,36,1,3,3,2013-12-30,141,0,36,36
16632,Xavier Coleman,56,50-64,New,43,1,3,3,2013-05-19,148,0,43,43
16633,Gabriella Phillips,45,36-49,New,34,1,2,2,2013-03-17,150,0,34,34
16634,Sheila Ortega,58,50-64,New,40,1,2,2,2013-09-29,144,0,40,40
16635,Richard Russell,58,50-64,New,22,1,4,4,2013-07-12,146,0,22,22
16636,Jacqueline Cooper,57,50-64,New,567,1,4,4,2013-11-15,142,0,567,567
16637,Grace Perry,46,36-49,New,93,1,4,4,2013-12-15,141,0,93,93
16638,Paige Murphy,57,50-64,VIP,6011,2,5,5,2013-11-26,142,34,3005,176
16639,Gabrielle Cook,58,50-64,New,69,1,3,3,2013-07-04,146,0,69,69
16640,Marcus Brooks,52,50-64,New,36,1,3,3,2013-06-02,147,0,36,36
16641,Emma Price,57,50-64,New,21,1,1,1,2013-07-28,146,0,21,21
16642,Lauren Thomas,57,50-64,New,60,1,3,3,2014-01-27,140,0,60,60
16643,Miranda Alexander,58,50-64,VIP,5962,2,2,2,2013-10-29,143,33,2981,180
16644,Kayla Johnson,58,50-64,New,30,1,2,2,2013-09-21,144,0,30,30
16645,Austin Henderson,58,50-64,New,55,1,2,2,2013-10-12,143,0,55,55
16646,Alexandria Sanchez,53,50-64,New,23,1,2,2,2013-09-18,144,0,23,23
16647,Colin Anand,53,50-64,VIP,6051,2,5,5,2013-11-19,142,35,3025,172
16648,Jackson Li,58,50-64,VIP,5997,2,3,3,2013-11-20,142,34,2998,176
16649,Daniel Moore,53,50-64,New,21,1,1,1,2014-01-11,140,0,21,21
16650,Chase Rogers,64,50-64,New,23,1,2,2,2013-07-12,146,0,23,23
16651,Evan Bailey,65,65 and Above,New,3578,1,1,1,2011-01-16,176,0,3578,3578
16652,Richard Griffin,65,65 and Above,New,23,1,2,2,2013-09-21,144,0,23,23
16653,Jeremy Murphy,64,50-64,VIP,6021,2,4,4,2013-11-19,142,34,3010,177
16654,Miguel Foster,65,65 and Above,New,75,1,3,3,2013-08-05,145,0,75,75
16655,Kellie Rubio,85,65 and Above,New,129,1,3,3,2013-05-18,148,0,129,129
16656,Carrie Diaz,85,65 and Above,New,21,1,1,1,2013-03-28,150,0,21,21
16657,Melinda Alvarez,84,65 and Above,New,21,1,1,1,2013-10-11,143,0,21,21
16658,Gabriel Bryant,83,65 and Above,New,70,1,1,1,2013-08-05,145,0,70,70
16659,Frederick Chandra,83,65 and Above,New,84,1,4,4,2013-11-28,142,0,84,84
16660,Cole Gray,83,65 and Above,New,27,1,3,3,2013-04-03,149,0,27,27
16661,Jesse Lopez,84,65 and Above,New,75,1,2,2,2013-01-28,152,0,75,75
16662,Gerald Carlson,84,65 and Above,New,21,1,1,1,2013-12-24,141,0,21,21
16663,Christopher Martinez,83,65 and Above,New,23,1,2,2,2013-02-24,151,0,23,23
16664,Bianca Zheng,60,50-64,VIP,5997,2,3,3,2013-11-02,142,34,2998,176
16665,Aaron Collins,54,50-64,VIP,6047,2,4,4,2013-11-16,142,34,3023,177
16666,Luis Roberts,54,50-64,New,60,1,3,3,2013-04-15,149,0,60,60
16667,Miguel Patterson,66,65 and Above,New,21,1,1,1,2013-05-28,148,0,21,21
16668,Alyssa Garcia,65,65 and Above,New,3578,1,1,1,2011-01-06,176,0,3578,3578
16669,Jessica Sanchez,65,65 and Above,VIP,5997,2,3,3,2013-11-28,142,34,2998,176
16670,Kevin Gonzalez,66,65 and Above,VIP,6006,2,6,6,2013-11-11,142,34,3003,176
16671,Katelyn Allen,55,50-64,VIP,5997,2,3,3,2013-11-06,142,34,2998,176
16672,Kayla Long,55,50-64,VIP,5976,2,4,4,2013-11-03,142,34,2988,175
16673,Jeremiah Martinez,67,65 and Above,VIP,5997,2,3,3,2013-11-13,142,34,2998,176
16674,Justin Brown,67,65 and Above,New,3578,1,1,1,2011-08-25,169,0,3578,3578
16675,Jennifer Young,67,65 and Above,New,3578,1,1,1,2011-01-28,176,0,3578,3578
16676,Gabrielle Rivera,68,65 and Above,New,21,1,1,1,2013-08-20,145,0,21,21
16677,Arianna Bell,67,65 and Above,New,27,1,3,3,2013-06-14,147,0,27,27
16678,Trevor Flores,69,65 and Above,New,34,1,3,3,2014-01-13,140,0,34,34
16679,Marissa Powell,68,65 and Above,New,84,1,3,3,2013-07-22,146,0,84,84
16680,Angel Carter,68,65 and Above,New,3578,1,1,1,2011-02-17,175,0,3578,3578
16681,Kayla Walker,68,65 and Above,New,31,1,3,3,2013-07-29,146,0,31,31
16682,Benjamin Foster,63,50-64,New,35,1,4,4,2013-04-07,149,0,35,35
16683,Olivia Jackson,69,65 and Above,New,3578,1,1,1,2011-02-15,175,0,3578,3578
16684,Jennifer Kelly,69,65 and Above,New,23,1,2,2,2013-11-25,142,0,23,23
16685,Alexandra Reed,71,65 and Above,New,39,1,2,2,2013-09-01,144,0,39,39
16686,Emma Coleman,70,65 and Above,New,60,1,3,3,2013-09-03,144,0,60,60
16687,Alfredo Torres,51,50-64,New,75,1,3,3,2013-12-13,141,0,75,75
16688,Vincent Zhang,57,50-64,New,75,1,3,3,2014-01-28,140,0,75,75
16689,Brandy Madan,56,50-64,New,1183,1,3,3,2013-12-22,141,0,1183,1183
16690,Arthur Sanz,51,50-64,New,166,1,3,3,2013-01-28,152,0,166,166
16691,Seth Walker,57,50-64,New,540,1,1,1,2013-09-13,144,0,540,540
16692,Jaime Navarro,53,50-64,New,575,1,2,2,2013-09-18,144,0,575,575
16693,Marshall Goel,53,50-64,New,604,1,2,2,2013-09-05,144,0,604,604
16694,Isaac Lopez,53,50-64,New,604,1,2,2,2013-09-01,144,0,604,604
16695,Tyrone Alvarez,52,50-64,New,540,1,1,1,2013-09-10,144,0,540,540
16696,Lee Gill,58,50-64,New,1184,1,4,4,2013-12-18,141,0,1184,1184
16697,Leslie Blanco,52,50-64,New,1120,1,1,1,2013-11-30,142,0,1120,1120
16698,Ruben Rana,57,50-64,New,1183,1,3,3,2013-12-07,141,0,1183,1183
16699,Melvin Nath,59,50-64,New,1120,1,1,1,2013-12-07,141,0,1120,1120
16700,Isabella Bell,59,50-64,New,1179,1,3,3,2013-12-08,141,0,1179,1179
16701,Rebecca Turner,53,50-64,New,1155,1,2,2,2013-12-19,141,0,1155,1155
16702,Barry Arun,89,65 and Above,New,40,1,2,2,2013-05-11,148,0,40,40
16703,Joel Arthur,49,36-49,New,1155,1,2,2,2013-12-20,141,0,1155,1155
16704,Darryl Lu,54,50-64,New,1155,1,2,2,2013-12-06,141,0,1155,1155
16705,Meredith Navarro,60,50-64,New,5,1,1,1,2013-06-22,147,0,5,5
16706,Jimmy Romero,86,65 and Above,New,42,1,3,3,2013-03-09,150,0,42,42
16707,Roger Pal,49,36-49,New,40,1,2,2,2013-12-02,141,0,40,40
16708,Brianna Flores,56,50-64,New,554,1,3,3,2013-09-08,144,0,554,554
16709,Colleen Raji,50,50-64,New,561,1,2,2,2013-09-15,144,0,561,561
16710,Katie Goel,56,50-64,New,64,1,3,3,2013-08-31,145,0,64,64
16711,Clifford Lopez,51,50-64,New,629,1,3,3,2013-09-02,144,0,629,629
16712,Sean Bailey,51,50-64,New,563,1,3,3,2013-10-10,143,0,563,563
16713,Barbara Tang,57,50-64,New,618,1,4,4,2013-09-30,144,0,618,618
16714,Teresa Munoz,57,50-64,New,1174,1,2,2,2013-12-26,141,0,1174,1174
16715,Lacey Zhao,59,50-64,New,1158,1,4,4,2013-12-08,141,0,1158,1158
16716,Omar Pal,59,50-64,New,1155,1,2,2,2013-12-12,141,0,1155,1155
16717,Mya Ross,48,36-49,New,1147,1,3,3,2013-12-07,141,0,1147,1147
16718,Albert Ramos,53,50-64,New,7,1,2,2,2013-06-29,147,0,7,7
16719,Ebony Romero,53,50-64,New,13,1,2,2,2013-12-04,141,0,13,13
16720,Franklin Shan,42,36-49,New,59,1,2,2,2013-06-11,147,0,59,59
16721,Nathan King,58,50-64,New,599,1,3,3,2013-10-05,143,0,599,599
16722,Arturo Wang,54,50-64,New,40,1,2,2,2013-03-02,150,0,40,40
16723,Clayton Pal,64,50-64,New,166,1,3,3,2013-10-23,143,0,166,166
16724,Melvin Jai,63,50-64,New,564,1,5,5,2013-10-08,143,0,564,564
16725,Ruth Sullivan,66,65 and Above,New,1155,1,2,2,2013-12-20,141,0,1155,1155
16726,Tyler Martin,44,36-49,New,70,1,1,1,2013-09-26,144,0,70,70
16727,Samuel Sharma,39,36-49,New,120,1,2,2,2013-10-24,143,0,120,120
16728,Sophia Hall,40,36-49,New,3578,1,1,1,2011-02-04,175,0,3578,3578
16729,Chloe Hill,41,36-49,New,6,1,2,2,2013-03-22,150,0,6,6
16730,Colleen Deng,82,65 and Above,New,68,1,2,2,2013-11-23,142,0,68,68
16731,Sophia Phillips,41,36-49,New,13,1,2,2,2013-02-11,151,0,13,13
16732,Isabella Cox,41,36-49,New,4,1,1,1,2013-05-06,148,0,4,4
16733,Gabriel Shan,41,36-49,New,70,1,1,1,2013-12-12,141,0,70,70
16734,Katherine White,42,36-49,New,30,1,2,2,2013-11-09,142,0,30,30
16735,Ronald Subram,81,65 and Above,New,157,1,3,3,2013-12-12,141,0,157,157
16736,Aaron McDonald,43,36-49,New,120,1,2,2,2013-06-05,147,0,120,120
16737,Shelby Sanders,43,36-49,New,84,1,4,4,2014-01-24,140,0,84,84
16738,Mackenzie Young,42,36-49,New,60,1,3,3,2013-12-01,141,0,60,60
16739,Brandon Taylor,42,36-49,New,23,1,2,2,2013-05-22,148,0,23,23
16740,Kaylee Parker,41,36-49,New,79,1,2,2,2013-09-20,144,0,79,79
16741,Marie Moreno,41,36-49,New,70,1,1,1,2013-05-15,148,0,70,70
16742,Jodi Nath,41,36-49,New,25,1,2,2,2013-03-17,150,0,25,25
16743,Gabrielle Foster,40,36-49,New,23,1,2,2,2014-01-21,140,0,23,23
16744,Devin Jones,41,36-49,New,21,1,1,1,2013-11-03,142,0,21,21
16745,Stefanie Garcia,73,65 and Above,New,1155,1,2,2,2013-12-09,141,0,1155,1155
16746,Gilbert Pal,77,65 and Above,New,643,1,5,5,2013-01-21,152,0,643,643
16747,Levi Sanchez,77,65 and Above,New,618,1,4,4,2013-01-06,152,0,618,618
16748,Dale Raje,77,65 and Above,New,629,1,4,4,2013-02-27,151,0,629,629
16749,Edward Henderson,44,36-49,New,84,1,4,4,2013-12-01,141,0,84,84
16750,Luis Patterson,43,36-49,New,23,1,2,2,2013-10-02,143,0,23,23
16751,Alexis Brown,43,36-49,New,21,1,1,1,2013-08-14,145,0,21,21
16752,Carlos Phillips,44,36-49,New,23,1,2,2,2013-09-16,144,0,23,23
16753,Zoe Cooper,43,36-49,New,75,1,2,2,2013-05-29,148,0,75,75
16754,Christian Butler,45,36-49,New,3578,1,1,1,2011-08-19,169,0,3578,3578
16755,Steven Morgan,44,36-49,New,25,1,2,2,2013-03-21,150,0,25,25
16756,Marcus Gonzalez,46,36-49,New,23,1,2,2,2013-08-22,145,0,23,23
16757,Alyssa Jenkins,45,36-49,New,60,1,3,3,2013-05-06,148,0,60,60
16758,Angela Ward,54,50-64,New,70,1,1,1,2013-07-17,146,0,70,70
16759,Bobby Van,54,50-64,New,133,1,3,3,2013-03-25,150,0,133,133
16760,Sara Cox,44,36-49,New,70,1,1,1,2013-03-25,150,0,70,70
16761,Alexandria Brooks,49,36-49,New,3578,1,1,1,2011-02-17,175,0,3578,3578
16762,Latasha Bradley,46,36-49,New,1169,1,4,4,2013-05-30,148,0,1169,1169
16763,Monica Madan,52,50-64,New,1155,1,2,2,2013-06-11,147,0,1155,1155
16764,Shawn Yuan,52,50-64,New,575,1,2,2,2013-11-06,142,0,575,575
16765,Stephanie Wright,41,36-49,New,785,1,4,4,2013-10-05,143,0,785,785
16766,Jaclyn Becker,41,36-49,New,776,1,3,3,2013-10-14,143,0,776,776
16767,Jerry Tang,52,50-64,New,742,1,1,1,2013-01-20,152,0,742,742
16768,Joel Vance,42,36-49,New,827,1,3,3,2013-01-03,152,0,827,827
16769,Brandy Arun,52,50-64,New,776,1,3,3,2012-12-28,153,0,776,776
16770,Deanna Madan,53,50-64,New,742,1,1,1,2013-10-17,143,0,742,742
16771,Marie Madan,53,50-64,New,776,1,3,3,2013-10-23,143,0,776,776
16772,Autumn Zhao,53,50-64,New,751,1,2,2,2013-02-22,151,0,751,751
16773,Terrance Subram,52,50-64,New,777,1,2,2,2013-10-05,143,0,777,777
16774,Darrell Goel,54,50-64,New,124,1,3,3,2013-03-07,150,0,124,124
16775,Alan Li,53,50-64,New,777,1,2,2,2013-11-20,142,0,777,777
16776,Marc Munoz,48,36-49,New,771,1,2,2,2013-02-20,151,0,771,771
16777,Nina Shen,52,50-64,New,1120,1,1,1,2013-06-24,147,0,1120,1120
16778,Audrey Gomez,54,50-64,New,751,1,2,2,2013-11-13,142,0,751,751
16779,Jarred Martin,54,50-64,New,778,1,4,4,2013-02-20,151,0,778,778
16780,Tabitha Garcia,53,50-64,New,540,1,1,1,2013-08-01,145,0,540,540
16781,Jordan Washington,55,50-64,New,40,1,2,2,2013-11-15,142,0,40,40
16782,Christy Andersen,49,36-49,New,777,1,2,2,2013-11-14,142,0,777,777
16783,Allen Sai,49,36-49,New,575,1,2,2,2013-08-27,145,0,575,575
16784,Mason Hernandez,49,36-49,New,48,1,3,3,2013-02-25,151,0,48,48
16785,Isabel Bradley,55,50-64,New,165,1,3,3,2013-04-02,149,0,165,165
16786,Shane Arun,55,50-64,New,751,1,2,2,2013-11-20,142,0,751,751
16787,Sebastian Bell,88,65 and Above,New,39,1,2,2,2013-07-24,146,0,39,39
16788,Cynthia Raman,55,50-64,New,575,1,2,2,2013-09-05,144,0,575,575
16789,Gerald Ramos,56,50-64,New,69,1,4,4,2013-02-25,151,0,69,69
16790,Brent Lin,40,36-49,New,6,1,2,2,2013-03-11,150,0,6,6
16791,Nicolas Goldberg,56,50-64,New,554,1,3,3,2013-08-30,145,0,554,554
16792,Molly Srini,57,50-64,New,563,1,4,4,2013-09-05,144,0,563,563
16793,Shawna Deng,45,36-49,New,777,1,2,2,2013-03-02,150,0,777,777
16794,Jacquelyn Alonso,56,50-64,New,751,1,2,2,2013-03-10,150,0,751,751
16795,Mitchell Shan,86,65 and Above,New,55,1,2,2,2014-01-05,140,0,55,55
16796,Dawn Kumar,87,65 and Above,New,25,1,2,2,2013-03-03,150,0,25,25
16797,Holly Vance,53,50-64,New,1174,1,2,2,2013-07-03,146,0,1174,1174
16798,Jarrod Patel,54,50-64,New,1134,1,3,3,2013-08-03,145,0,1134,1134
16799,Melvin Deng,54,50-64,New,1120,1,1,1,2013-05-30,148,0,1120,1120
16800,Brandon Bryant,54,50-64,New,1174,1,2,2,2013-07-13,146,0,1174,1174
16801,Bryce Watson,42,36-49,New,1174,1,2,2,2013-01-18,152,0,1174,1174
16802,Regina Suri,53,50-64,New,1120,1,1,1,2013-02-02,151,0,1120,1120
